	city name	City Name (CDP)	full city name (carbonn)	full city name (PKU)	full city name (GEA)	full city name (UITP)	full city name (WB)	Boundary (CDP)	city_type (carbonn)	definition  (WB)	study_year (WB)	Reporting Year (CDP)	Scope-1 GHG emissions	Scope-1 source dataset	Scope-1 GHG emissions units	Year of Emission	Emissions Protocol	Gases included (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Scope 2 [metric ton CO2e] (CDP)	Total Emissions [metric ton CO2e] (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean [tCO2] (CDP)	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean [tCO2] (CDP)	scope fraction (CDP)	CO2 Emissions Per Capita (Ton) (PKU)	City Location (CDP)	lat	lon	coord source	country	region	Current Population (CDP)	Current Population Year (CDP)	pop (carbonn)	pop_yr (carbonn)	Urban Population (PKU)	population (GEA)	population (UITP)	population (WB)	population_year (WB)	population (others)	population (others) source year	population (others) source	pop_1950 (WB)	pop_1990 (WB)	pop_2010 (WB)	growth_rate_1950-2010 (WB)	growth_rate_1990-2010 (WB)	Ancillary from GEA+	Land area (in square km) (CDP)	area_size (GEA)	area_size (WB)	Built-up Area (km2) (PKU)	area [km2] (others)	area [km2] (others) source year	area [km2] (others) source	population_density (GEA)	population_density (UITP)	pop_density (WB)	pop/sqrt(area_size) (GEA)	pop/sqrt(area) (WB)	Average altitude (m)	Average annual temperature (in Celsius) (CDP)	weather_station_id (GEA+)	CDD_23C (GEA+)	HDD_15.5C (GEA+)	HDD_15.5C (clim)	CDD_23C (clim)	City GDP (CDP)	GDP Currency (CDP)	Year of GDP (CDP)	GDP Source (CDP)	GDP (carbonn)	nGDP (carbonn)	GDP unit (carbonn)	GDP year (carbonn)	GDP (10000 RMB) (PKU)	Income Per Capita (RMB) (PKU)	GDP-PPP [$BN] (others)	GDP-PPP/cap [$USD] (others)	GDP-PPP [$BN] (others) source	GDP-PPP year (others)	nGDP [$BN] (others)	nGDP/cap [$USD] (others)	nGDP [$BN] (others) source	nGDP [$BN] (others) source year	GDP-PPP/cap (GEA)	GDP-PPP/cap (UITP)	GDP-PPP/cap (WB)	total_final_consumption_per_capita (GEA)	energy_per_cap_CO2 (WB)	diesel_price (GEA+)	gasoline_price (GEA+)	center_of_commerce_index (GEA+)	household_size (GEA+)	year_household_size (GEA+)	household_source (GEA+)	comment_household_size (GEA+)	urbanization_ratio (GEA+)	water_bounded (GEA+)	other_bounded (GEA+)	mean travel time [min] (others)	mean travel time ref year (others)	mean travel time ref (others)	diesel_price (2014) (others)	gasoline_price (2014) (others)	household_size (updated) (others)	year_household_size (updated) (others)	household_source (updated) (others)	comment_household_size (updated) (others)	Congestion Rank (INRIX)	Peak hours spent in congestion (INRIX)	INRIX Congestion Index (INRIX)	Average Congestion Rate (INRIX)	Congestion Rank (TomTom)	Congestion Level (TomTom)	Congestion Change (TomTom)	Morning Peak (TomTom)	Evening Peak (TomTom)	economy (IESE)	environment (IESE)	governance (IESE)	human capital (IESE)	international impact (IESE)	mobility and transportation (IESE)	public management (IESE)	social cohesion (IESE)	technology (IESE)	urban planning (IESE)	CIMI (IESE)	CIMI Ranking (IESE)	CIMI Performance (IESE)	Urban Area Name (UEX)	Low BUA - 1990 (UEX)	Low BUA – 2000 (UEX)	Low BUA – 2014 (UEX)	High BUA - 1990 (UEX)	High BUA – 2000 (UEX)	High BUA – 2014 (UEX)	Low BUA % - 1990 (UEX)	Low BUA % – 2000 (UEX)	Low BUA % – 2014 (UEX)	High BUA % - 1990 (UEX)	High BUA % – 2000 (UEX)	High BUA % – 2014 (UEX)	Low BUA pop density - 1990 (UEX)	High BUA pop density – 1990 (UEX)	Low BUA pop density – 2000 (UEX)	High BUA pop density - 2000 (UEX)	Low BUA pop density – 2014 (UEX)	High BUA pop density - 2014 (UEX)	Exports (m3)	Production (m3)	Export/Production	CH4_waste/person	CH4_(waste+natgas)/person	corrected CH4_(waste+natgas)/person	data from CIA World Fact Book for 2014
198	Nancy	Communauté urbaine du Grand Nancy						A metropolitan area				2016.0		CDP	tCO2-eq	2016.0	Other	CO2; CH4; N2O; HFCs; PFCs; SF6	http://www.citepa.org/fr/activites/inventaires-des-emissions/secten				2150000.0		D				1997781.966284	2085974.46353	2041878.214907			(48.692054, 6.184417)	48.694	6.1846	https://en.wikipedia.org/wiki/Nancy,_France	France	Europe	265000.0	2014.0								260665.0	2014.0	(Greater Nancy) https://en.wikipedia.org/wiki/M%C3%A9tropole_du_Grand_Nancy							142.3				142.3		https://en.wikipedia.org/wiki/M%C3%A9tropole_du_Grand_Nancy						212.0	10.5				2280	6		EUR     Euro	2015.0											2008.0																				24.0	2013		1.63	1.79	1.9	2012	eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en]		820.0	9.0	1.6	3.5%	- 	0.2	0.03	32%	39%														Communauté urbaine du Grand Nancy Urban Area	26.25	27.6875	27.5625	69.6875	72.5625	76.75	0.273615635179153	0.276184538653367	0.264230077890953	0.7263843648208471	0.723815461346633	0.735769922109047	265.342371312966	5035.91219519781	286.996392973701	3616.6554165888597	240.442613291843	3336.16603075953	770000000.0	1566000000.0	0.49	0.0086287785	0.032012112	0.0205145598	2004.0
199	Nanjing, Jiangsu			Nanjing	Nanjing, Jiangsu								9689288.42149	PKU	tCO2	2010.0	Other																1.55322211		32.05	118.76666666700001	wikipedia	China	East Asia					6238186.0	6072300.0				8335000.0	2017.0	(sub-provincial city), from wikipedia						1.0		6598.0		736.6	6587.02		(city), from wikipedia	920.3243407093057			74756.17361856558				ZSNJ	514.0	1466.0	1472	399									45152168.0	49704.21	0.0015532221100000001		[1]	2014.0	68.5	9559.02874686	[3], [19]		13240.537094604444			69.22249584109204		1.01	0.99		3.61	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Jiangxi"""	42.522	0.0	Large River				1.09	1.17									38	0.38	0.05	64%	67%														Nanjing, Jiangsu Urban Area	529.3125	645.5	702.0	412.25	538.75	824.9375	0.562163956189844	0.545070719864893	0.45974376816339896	0.437836043810156	0.45492928013510703	0.5402562318366011	2048.53008338106	12260.3783521544	998.419077979272	8411.18429891405	824.671129512094	8443.71887839972							
200	Nanning			Nanning	Nanning								3640328.08198	PKU	tCO2	2010.0	Other																1.01732512932		22.8166666667	108.316666667	wikipedia	China	East Asia					3578333.0	6718900.0				4037000.0		wikipedia, urban values						1.0				262.3			(urban), from wikipedia	300.0							ZGNN	808.0	350.0	299	617									13039407.0	39013.88	0.0010173251293200002		[1]	2014.0	20.0	5819.02822229	[19]		3753.892299592848			23.27200848363017		1.01	0.99		3.67	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Guangxi"""	42.522	0.0	Large River				1.09	1.17																											Nanning Urban Area	110.125	122.375	142.625	128.8125	164.125	185.75	0.460894585404133	0.4271378708551479	0.43433574419489895	0.539105414595867	0.5728621291448521	0.565664255805101	1421.20754327811	17180.3324887968	1026.8453078924001	13356.5381292957	921.21490444093	13338.9518943505							
201	Nantes		Urban Community of Nantes Métropole			Nantes			Intercommunality				2076210.0	carbonn	tCO2-eq	2003.0	Community																		47.2181	-1.5528	carbonn	France	Europe			602923.0	2012.0			534000.0			612782.0	2013.0	Wikipedia						1.0					537.7	2013.0	Wikipedia		3584.0000000000005						LFRS			1690	7					21300000000.0	25096388125.0208	USD	2011.0			32.014	36011.0	[1]	2014.0	32.9961	37081.602654007984	[24]	2012.0		32332.26				1.45	1.52		2.17	2009	http://www.recensement.insee.fr/home.action	Calculation: pop/household (582159/267250)	81.555	0.0	Large River				1.63	1.79					208.0	27.0	4.4	7.8%	- 	0.25	0.03	52%	51%														Nantes Urban Area	137.75	144.6875	144.6875	173.0	193.0	216.1875	0.44328238133547904	0.428465667221914	0.4009352268791129	0.556717618664521	0.5715343327780861	0.599064773120887	1205.1859380071699	5561.33298931595	245.949821453624	2774.51327443493	232.722006609868	2636.1752009043							
202	Nashville and Davidson	Metropolitan Government of Nashville and Davidson County						Administrative boundary of a local government				2017.0	6680194.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O		Increased	There was a small increase since the 2011 inventory, which was an incomplete inventory due to limited availability of data. Because of limited documentation of the 2011 inventory, it is difficult to compare the two inventories. There has been a decrease in emissions since the 2005 inventory, even with a growing population. Contributing to decreases in reported community emissions are lower emissions from Nashville’s electric power source, TVA (their emissions per unit energy output declined by about 15% from 2005 to 2014), and more efficient vehicles (vehicle CO2e emissions per mile have decreased from about 450 to 350 grams/mile between 2005 and 2014). Meanwhile (although specific data is unavailable to demonstrate the quantity), building energy efficiency has been improving through both new and retrofit projects during this time frame. LEED certification and Energy Star are examples of growing programs that help improve building energy efficiency.	5801169.0	12481363.0	Replaced by CDP2017 data. Reason:  TOT = s1, s2 does not exist (Case 1b) in CDP2016. Soln: Replace with CDP2017 values (TOT, s1 and s2)	A	6002247.660730283	6343755.9683547225	6173001.814542502	11803416.660730282	12144924.968354724	11974170.814542502	1.0		(36.1627, -86.7816)	36.155	-86.761944	https://en.wikipedia.org/wiki/Nashville-Davidson_(balance),_Tennessee	USA	North America	678889.0	2015.0								660388.0	2016.0	https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216							1367.0				1230.5819487	2010.0	https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216						182.0	15.1				493	247	106695000000.0	USD     US Dollar	2014.0	MSA Data (not county only) from US DOC's BEA http://bea.gov/iTable/iTable.cfm?reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=34980&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels#reqid=70&step=10&isuri=1&7003=200&7004=naics&7035=-1&7005=-1&7006=34980&7001=2200&7036=-1&7002=2&7090=70&7007=2014&7093=levels							94.96799999999999	53193.0	[1]	2014.0	73.0	45710.70757670632	[19] The numbers are for Nashville only.																	24.1	2015	https://datausa.io/profile/geo/nashville-davidson-metropolitan-government-(balance)-tn/	0.97	0.86	2.4	2011-2015	https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216		126.0	34.0	5.8	11.4%	122	0.23	0.01	41%	62%														Metropolitan Government of Nashville and Davidson County Urban Area	303.0	307.3125	302.0	433.875	501.9375	568.75	0.411195928753181	0.379749768303985	0.346827447602641	0.588804071246819	0.620250231696015	0.653172552397359	386.588840685609	1328.7646326961599	239.444442228815	991.981189405231	208.33685493226298	1093.06139302457	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
203	Nelson Mandela		Nelson Mandela Bay Metropolitan Municipality		Nelson Mandela 				Independent municipality				4986052.0	carbonn	tCO2-eq	2012.0	Community																		-33.0	25.0	carbonn	South Africa	Africa			1152115.0	2011.0		1013883.0				1152115.0	2011.0	Wikipedia						1.0		1959.0			1959.0	2011.0	Wikipedia	517.551301684533			22907.1269784279				FAJS	114.0	668.0	586	78					42000000000.0	6002821921.49932	ZAR	2012.0											8942.071352362253			30.0		0.95	0.87		3.79	2007.0	http://www.statssa.gov.za/community_new/content.asp?link=interactivedata.asp	Calculation: pop/household (1050934/276880)	59.256	1.0					1.17	1.19																											Nelson Mandela (Nelson Mandela Bay Municipality) Urban Area	128.1875	130.625	130.75	269.0	280.125	312.25	0.32273800157356397	0.318015824710895	0.29514672686230203	0.6772619984264361	0.681984175289105	0.7048532731376981	565.338581151023	5964.46941978431	248.52759838457698	2843.10388758227	109.15562631355101	3139.37018483837							
204	New Orleans	City of New Orleans						A metropolitan area				2016.0	2419891.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O		This is our first year of calculation		2138684.0	4558575.0	S1 derived from TOT - S2 in CDP2016 dataset	C	2030814.9966073246	2226807.923715751	2128811.4601615383	4169498.996607325	4365491.923715752	4267495.460161538	1.0		(29.9511, -90.0715)	29.95	-90.06666700000001	https://en.wikipedia.org/wiki/New_Orleans	USA	North America	389617.0	2015.0								391495.0	2016.0	https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana,minneapoliscityminnesota,losangelescitycalifornia/PST045216							468.0				438.7961058	2010.0	https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana,minneapoliscityminnesota,losangelescitycalifornia/PST045216						-1.0	20.9				281	1634	80278000000.0	USD     US Dollar	2014.0	Bureau of Economic Analysis							74.225	58762.0	[1]	2014.0	61.0	52270.77977720652	[19]																	23.4	(2011-2015) 		0.97	0.86	2.38	2011-2015	https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana/PST045216		227.0	26.0	4.5	7.0%	123	0.23	0.01	33%	50%														City of New Orleans Urban Area	136.0625	144.75	150.8125	483.625	503.1875	530.375	0.21956631366616197	0.22340117681103502	0.221396458390678	0.7804336863338379	0.776598823188965	0.778603541609322	294.46761532084304	917.36490423351	122.51837610477	1992.1487565367397	45.8426683029907	1393.34271809372	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
205	New Taipei	New Taipei City Government						Administrative boundary of a local government				2016.0	6149934.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O; HFCs; PFCs; SF6	GHG Protocol is working to give cities the standards and tools they need to measure their emissions, build more effective emissions reduction strategies, set measurable and more ambitious emission reduction goals, and to track their progress more accurately and comprehensively.	Increased	Population growing and new regulation on emissions reporting for high carbon-density industries.	11083990.0	17233924.0		A	4492239.266082417	4714744.486973215	4603491.876527816	15576229.266082415	15798734.486973215	15687481.876527814	1.0		(25.0111, 121.4458)	25.011	121.44583300000001	https://en.wikipedia.org/wiki/New_Taipei_City	Taiwan	East Asia	3966818.0	2014.0								3972204.0	2016.0	(Special municipality) https://en.wikipedia.org/wiki/New_Taipei_City#cite_note-3							2053.0				2052.57		https://en.wikipedia.org/wiki/New_Taipei_City#cite_note-1						10.0	21.0				302	310	530043000000.0	USD     US Dollar	2014.0	Gross Domestic Product by Expenditures, National Statistics, R.O.C (Taiwan) (2016)										2008.0																							0.98	0.98	2.7	2013	https://knoema.com/TWDS2014/development-statistics-of-taiwan-2013																								Taipei Urban Area	465.625	465.8125	474.625	782.0625	782.0625	792.125	0.37319040224415206	0.373284583792447	0.374679297414644	0.626809597755848	0.626715416207553	0.625320702585356	282.648507434463	3155.9899465367303	872.799426066326	10144.989949705201	1038.2307640204401	11398.1515661272	0.0	1.0	0.0	0.0129213814	0.0149246533	0.0149246533	
206	New York City	New York City			New York	New York	New York City 	Administrative boundary of a local government		City 	2005.0	2017.0	38962264.0	CDP	tCO2-eq	2015.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; SF6; N2O		Decreased	The most significant driver was a milder winter in 2015 versus 2014.	14343743.0	53306007.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	B	30436445.85265645	34731236.69074765	32583841.27170205	44780188.85265645	49074979.69074765	46927584.27170205	1.0		(40.7127837, -74.0059413)	40.713	-74.0059	https://en.wikipedia.org/wiki/New_York_City	USA	North America	8537673.0	2016.0				8170000.000000001	19227361.0	8170000.0	2005.0	8537673.0	2016.0	https://www.census.gov/quickfacts/fact/table/newyorkcitynewyork/PST045216	12338000.0	16086000.0	20104000.0	1.0081704452093307	1.0112108494025054	1.0	784.0	1213.4	1213.4		783.8345736	2010.0	https://www.census.gov/quickfacts/fact/table/newyorkcitynewyork/PST045216	6733.146530410418	1804.0	6733.146530410418	234541.69598059345	234541.6959805934	10.0	13.0	KNYNEWYO17	286.0	1930.0	1341	42	1558520000000.0	USD     US Dollar	2015.0	http://www.brookings.edu/research/reports2/2015/01/22-global-metro-monitor							1403.463	69915.0	[1]	2014.0	1180.3	62367.239101717314	[3], [19]		60483.93446872657	34395.3	60483.93446872657	128.06656927409378	7.7	0.78	0.56	72.77	2.67	2010.0	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	metro area	80.73100000000001	1.0		34.9	2013	TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf)	0.97	0.86	2.65	2011-2015	https://www.census.gov/quickfacts/fact/table/newyorkcitynewyork/PST045216		3.0	89.0	17.4	12.8%	49	0.35	0.02	50%	62%	1.0	82.0	6.0	4.0	5.0	11.0	4.0	153.0	2.0	5.0	100.0	1.0	A	New York and Philadelphia Urban Area	3405.5	3493.0625	3288.0625	7074.8125	7737.875	8621.4375	0.324942600709664	0.311021453017613	0.27608736722784305	0.675057399290336	0.6889785469823871	0.723912632772157	216.331768272073	2534.86711254979	309.198675457096	2672.7459590973604	241.82145592320202	2515.71044619662	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
207	Nice	Métropole Nice Côte d'Azur						A metropolitan area				2016.0		CDP	tCO2-eq	2010.0	Other	CO2; CH4; N2O; HFCs; PFCs; SF6	Bilan Carbone				3352154.0		D				3036229.77908	3219270.8111	3127750.29509			(43.710173, 7.261953)	43.703	7.2663	https://en.wikipedia.org/wiki/Métropole_Nice_Côte_d'Azur	France	Europe	550000.0	2015.0								544977.0	2014.0	https://en.wikipedia.org/wiki/M%C3%A9tropole_Nice_C%C3%B4te_d%27Azur (Metropole Nice-Cote-dAzur)							1400.0				1465.8		https://en.wikipedia.org/wiki/M%C3%A9tropole_Nice_C%C3%B4te_d%27Azur						18.0					811	26											45.983999999999995	33392.0	[1]	2014.0	31.75393	37137.4054282904	[24]	2012.0																			1.63	1.79	2.1	2012	eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en]		314.0	23.0	4.1	7.5%	- 	0.29	0.04	44%	56%	80.0	27.0	101.0	72.0	51.0	79.0	129.0	19.0	171.0	60.0	65.0	74.0	RA	Métropole Nice Côte d'Azur Urban Area	136.75	137.625	138.4375	230.9375	240.5625	245.5	0.371919088900221	0.363906792265741	0.360573009930002	0.6280809110997789	0.636093207734259	0.6394269900699979	428.27168634718805	3482.60201777558	333.338524395043	3302.2665621687397	358.47054876649804	3413.1586836447805	770000000.0	1566000000.0	0.49	0.0086287785	0.032012112	0.0205145598	2004.0
208	Ningbo			Ningbo	Ningbo								6563188.42724	PKU	tCO2	2010.0	Other																1.26332700063		29.866666666700002	121.55	wikipedia	China	East Asia					5195162.0	5604500.0				3491597.0		wikipedia, urban values						1.0		9816.0		422.8	2461.8		(urban), from wikipedia	570.9555827220864			56567.84036328356				ZSHC	651.0	1146.0	1113	442									30621613.0	46353.97	0.00126332700063		[1]	2014.0	45.0	12886.5979381	[3], [19]		14866.328071800393			72.18818632786706		1.01	0.99		2.93	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Zhejiang"""	42.522	1.0					1.09	1.17									51	0.34	0.04	58%	69%														Ningbo Urban Area	398.0	402.5625	371.5	259.25	350.4375	570.125	0.605553442373526	0.534611553784861	0.394530731448294	0.39444655762647396	0.465388446215139	0.6054692685517061	730.666922224261	6097.73658492704	783.3040884363071	6279.48569913605	587.906909119544	5829.51473377933							
209	North Vancouver	City of North Vancouver						Administrative boundary of a local government				2017.0	182896.0	CDP	tCO2-eq	2015.0	Other: ICLEI Partners for Climate Protection	CO2; CH4	Emissions data comes from multiple sources and the City relies on other agencies, such as privately owned utility companies to provide consumption data. As a result, the City cannot comment on the accuracy of the data.	Other: 2015 data reported as 2016 data not available	Comparisons are not possible at this time, as the next year's data (2016) are not yet available.  We are thus still reporting 2015 data as before (note that our emissions data submitted April 2016 - for the year 2010 - were updated for the Compact of Mayors module submitted in December 2016 - for the year 2015).  However, due to limitations associated with the data, year to year comparisons must be made with caution. In general, emissions over the past few years appear to be staying the same or potentially decreasing slightly despite population increases.  This is likely due to more efficient building construction, reduction in solid waste tonnages, increased recycling and organics diversion, and increased fuel efficiency standards.	4159.0	187055.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	A	74041.38865645199	113488.94490007199	93765.16677826199	78200.38865645199	117647.94490007199	97924.16677826199	1.0		(49.32699, -123.07328)	49.317	-123.066667	https://en.wikipedia.org/wiki/North_Vancouver_(city)	Canada	North America	52898.0	2016.0								52898.0	2016.0	https://en.wikipedia.org/wiki/North_Vancouver_(city)							11.8				11.83	2016.0	https://en.wikipedia.org/wiki/North_Vancouver_(city)						90.0	11.0				1553	0														2008.0																							1.16	1.17	2.7	2011	average number of persons per census family [http://www12.statcan.ca/nhs-enm/2011/dp-pd/prof/details/page.cfm?Lang=E&Geo1=CSD&Code1=5915051&Data=Count&SearchText=north%20vancouver&SearchType=Begins&SearchPR=59&A1=All&B1=Families%20and%20households&Custom=&amp;TABID=1#tabs2]																								see: Vancouver Urban Area																			77960000000.0	151500000000.0	0.51	0.046860437000000005	0.1017275144	0.0734936045	
210	Oakland	City of Oakland						Administrative boundary of a local government				2017.0	956414.0	CDP	tCO2-eq	2015.0	Other: ICLEI Community Protocol	CO2; CH4; N2O	Energy data is high confidence, Transportation data is partially simulated (medium) partially fuel consumption (high), and materials use is medium-high (waste composition data is thorough but not collected frequently enough)	Decreased	In comparison to the 2015 report, emissions have decreased in both Scope 1 and Scope 2 emissions.	789413.0	1745827.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	A	537995.7959136	748769.5466955998	643382.6713046001	1327408.7959136	1538182.5466956	1432795.6713045996	1.0		(37.8044, -122.2708)	37.804	-122.27083300000001	https://en.wikipedia.org/wiki/Oakland,_California	USA	North America	419000.0	2015.0								420005.0	2016.0	https://www.census.gov/quickfacts/fact/table/oaklandcitycalifornia/PST045216							144.0				144.4955421	2010.0	https://www.census.gov/quickfacts/fact/table/oaklandcitycalifornia/PST045216						13.0	15.1				186	135	24080000000000.0	USD     US Dollar	2013.0	US Bureau of Economic Analysis San Francisco-Oakland-Hayward Metropolitan area										2008.0	411.969		[20] The number is for San Francisco-Oakland-Hayward, CA																	30.3	(2011-2015) 		0.97	0.86	2.53	2011-2015	https://www.census.gov/quickfacts/fact/table/oaklandcitycalifornia/PST045216																								see: San Francisco Bay Urban Area																			42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
