	city name	City Name (CDP)	country	region (CDP)	Boundary (CDP)	Reporting Year (CDP)	Measurement year only (CDP)	Current Population (CDP)	Current Population Year (CDP)	scope fraction (CDP)	Total City-wide Emissions (metric ton CO2e) (CDP)	Total Scope 1 Emissions (metric ton CO2e) (CDP)	Total Scope 2 Emissions (metric ton CO2e) (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	Gases included (CDP)	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean [tCO2] (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean [tCO2] (CDP)	Primary Methodology (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Average annual temperature (in Celsius) (CDP)	Land area (in square km) (CDP)	Average altitude (m) (CDP)	CH4_waste/person	CH4_(waste+natgas)/person	corrected CH4_(waste+natgas)/person	Production (m3)	Exports (m3)	Export/Production	data from CIA World Fact Book for 2014	City Location (CDP)	City GDP (CDP)	GDP Currency (CDP)	Year of GDP (CDP)	GDP Source (CDP)
72	Helsinki	City of Helsinki	Finland	Europe	Administrative boundary of a local government	2016.0	2014.0	612664.0	2014.0	1.0	4885930.0	2096206.0	2789724.0		A	CO2; CH4; N2O	3956401.7730673854	3978942.4763751263	3967672.124721256	1166677.7730673854	1189218.4763751263	1177948.1247212559	Other	Regionally developed methodology equivalent to GPC (and IPCC guidelines)	Decreased	Energy efficiency has improved in buildings and vehicles. National grid electricity produces less CO2 emissions than before. Traffic fuel mix includes more CO2-neutral fuels. Long term: Less coal in district heating, waste management has improved, industry has decreased.	5.9	214.0		0.0528714133	0.054185388200000004	0.054185388200000004	1	0	0.0		(60.1733244, 24.9410248)				
73	San Antonio	City of San Antonio	USA	North America	Administrative boundary of a local government	2016.0	2013.0	1400000.0	2012.0	1.0	15734762.0	7214051.0	8520711.0		A	CO2; CH4; N2O	14336705.94816	15040961.91736	14688833.93276	5815994.94816	6520250.91736	6168122.93276	International Emissions Analysis Protocol (ICLEI)				27.0	426.0	787.0	0.017698981699999998	0.036729479100000004	0.0356646952	766200000000	42870000000	0.06		(29.4241, -98.4936)	93198982910.0	USD     US Dollar	2012.0	
74	Santiago de Guayaquil	Santiago de Guayaquil	Ecuador	Latin America & Caribbean	Administrative boundary of a local government	2016.0	2014.0	2350915.0	2010.0	1.0	6787374.0	5429899.0	1357475.0		A	CO2; CH4; N2O	5795740.583820818	6430972.10756292	6113356.345691869	4438265.583820818	5073497.10756292	4755881.345691869	Other	ISO 14064: Data generating activity Greenhouse Gas (GHG) multiplied by the emission factor (EF) or removal of GHG. Eg = Da x Efa, where, Eg = corresponds to the emission of GHG. Da = corresponds to the data of GHG generating activity. EFa = corresponds to emission factor generating activity.	This is our first year of calculation		26.0	5047.0		0.005414334	0.0150645511	0.0150645511	240000000	0	0.0		(-2.170998, -79.922359)	5862.0		2014.0	Banco Central del Ecuador, INEC (2010), Municipio de Guayaquil
75	Florianópolis	Prefeitura de Florianópolis	Brazil	Latin America & Caribbean	A metropolitan area	2016.0	2013.0	550000.0	2010.0	1.0	1450465.0	1305206.0	145259.0		A	CO2; CH4; N2O; HFCs; PFCs; SF6	1192070.7023	1217611.72396	1204841.21313	1046811.7023	1072352.72396	1059582.21313	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	IDOM / COBRAPE / BID /PMF (2014)	Increased	A diferença de emissões entre os anos é de 601.421 tCO2e, ou seja, houve um acréscimo de 42% em 2013 se comparado à 2010. Os setores de maior contribuição foram AFOLU, que deixou de sequestrar 6% e Transportes que passou a emitir 3% a mais.	20.0	438.0	3.0	0.0151203426	0.0204194776	0.0167788505	17030000000	11700000000	0.69		(-27.5949884, -48.5481743)	8787850000.0	USD     US Dollar	2013.0	IBGE
76	Montreal	Ville de Montreal	Canada	North America	Other: The regional entity that constitutes the agglomeration of Montreal (it is not the metropolitan area of Montreal whitch is bigger than the agglomeration of Montreal) - see Question 1 in the Introduction for more information	2016.0	2009.0	1886481.0	2011.0	1.0	13722942.0	13634331.0	88611.0		A	CO2; CH4; N2O	9840901.921698593	11247704.926538484	10544303.424118537	9752290.921698593	11159093.926538484	10455692.424118537	2006 IPCC Guidelines for National Greenhouse Gas Inventories	2006 IPCC Guidelines for National Greenhouse Gas Inventories AND Guide d'inventaire des émissions de gaz à effet de serre d'un organisme municipal (MDDEP, 2009)	Stayed the same	We have not produced a new inventory.	6.8	500.0	17.0	0.046860437000000005	0.1017275144	0.0734936045	151500000000	77960000000	0.51		(45.5086699, -73.5539925)	120118000000.0	CAD     Canadian Dollar	2014.0	Ville de Montréal, Montréal en statistiques, http://ville.montreal.qc.ca/portal/page?_pageid=6897,67887843&_dad=portal&_schema=PORTAL
77	Edmonton	City of Edmonton	Canada	North America	Administrative boundary of a local government	2016.0	2014.0	878000.0	2014.0	1.0	16576702.0	10215142.0	6361560.0		A	CO2; CH4; N2O	14769935.226971999	15424685.016792	15097310.121882	8408375.226971999	9063125.016792	8735750.121882	International Emissions Analysis Protocol (ICLEI)	Each year we manually collect empirical utility use information from the utilities for natural gas and electricity used within the geographic border of the City of Edmonton. This information is provided to us in various reporting categories such as residential, commercial and industrial. We are now receiving this information at the finest level of granularity that can be provided from the utilities. Propane fuel use for transportation is taken from Statistics Canada as recorded for the Province of Alberta, and then prorated according to the population of Edmonton compared to the population of Alberta. The diesel and gasoline use in litres is done in a similar fashion, but the information in this case is provided to us from the Alberta provincial government. The natural gas consumption in vehicles is received directly from the natural gas distributor. The conversion factors are derived from various sources: electricity grid intensity comes from Statistics Canada - this factor, is always two years behind the calendar year; natural gas and liquid fuels from US Environmental protection Agency, or Natural Resources Canada references, and the local utilities. The data is input manually each year into an excel spreadsheet model, and the conversion factors are checked for updates each year. Reports on the results are sent out on an as needed, customized basis.	Increased	"The changes from the 2013 dataset are as follows:Residential increased slightly, likely due to an increase in about 9,000 customers over the year, commercial increased energy consumption possibly due to a slight expansion in numbers, industrial showed a small decrease in emissions but we can't determine why, it was very much the same as 2013 values. All the vechicle fuel consumption numbers: gasoline, diesel, propane, natural gas for vehicles were very much the same as for 2013, ""Other"" emissions went up slightly due to an increase in some industrial sector emission due to production increases. Overall, total EMISSIONS in 2014 went up by 3.3% over 2013."	3.6	684.0	671.0	0.046860437000000005	0.1017275144	0.0734936045	151500000000	77960000000	0.51		(53.544389, -113.4909267)	45969000000.0	CAD     Canadian Dollar	2014.0	Edmonton Chief Economist - Real GDP at Market Prices in 2007 dollars
78	London, ON	City of London, ON	Canada	North America	Administrative boundary of a local government	2016.0	2014.0	375000.0	2014.0	1.0	3070000.0	2771000.0	299000.0		A	CO2; CH4; N2O	2298317.15275	2577965.4115	2438141.282125	1999317.15275	2278965.4115	2139141.282125	International Emissions Analysis Protocol (ICLEI)	as adapted by ICLEI Canada for use in the FCM's Partners for Climate Protection Program	Increased	"Winter temperatures in 2014 were below normal (i.e., the ""Polar Vortex"") compared to 2013 (normal winter temperatures) and the unusually warm winter of 2012. As a result, overall natural gas use was up by eight percent in 2014 compared to 2013. Total greenhouse gas emissions from London have decreased compared to the peak in 2007. In 2014, greenhouse gas emissions were 19 percent lower than 2007. In fact, London's emissions in 2014 were six percent lower than the 1990 level used to benchmark emission reduction efforts. This is below the Kyoto Protocol objective (six percent below 1990) that Canada had previously committed to. 
Greenhouse gas emissions associated with electricity are significantly lower in 2014 (about 80 percent) than their peak in 2003. In 2014, only 0.1 percent of Ontario's electricity demand was generated by burning coal as these plants were shut down, and 10 percent was generated by burning natural gas. The rest of Ontario's electricity demand was met with emissions-free generation: 62 percent nuclear, 24 percent hydroelectric, 4 percent wind and other renewables. Conservation and peak demand reduction programs also contribute to lower emissions from power generation. Unfortunately, lower demand from the economic slow-down in manufacturing sector also contributes to lower emissions."	7.9	421.0	251.0	0.046860437000000005	0.1017275144	0.0734936045	151500000000	77960000000	0.51		(42.9837, -81.2497)	15400000000.0	CAD     Canadian Dollar	2014.0	Conference Board of Canada, London Census Metropolitan Area data prorated by population and adjusted to 2007
79	Quito	Distrito Metropolitano de Quito	Ecuador	Latin America & Caribbean	A metropolitan area	2016.0	2011.0	2239191.0	2010.0	1.0	5233350.0	4653611.0	579739.0		A	CO2; CH4; N2O	4288842.597219517	4893885.617013768	4591364.107116643	3709103.5972195175	4314146.617013768	4011625.107116643	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	The GHGs emissions in 2011, decreased in comparison to the 2007 projected GHGs emissions growth rate, particularly in the transport sector.	22.0	4232.0	2815.0	0.005414334	0.0150645511	0.0150645511	240000000	0	0.0		(-0.2333, -78.5167)	15100000000.0	USD     US Dollar	2012.0	Ecuador Central Bank
80	Hoeje-Taastrup Kommune	Hoeje-Taastrup Kommune	Denmark	Europe	Administrative boundary of a local government	2016.0	2014.0	50002.0	2016.0	1.0	297000.0	173000.0	124000.0		A	CO2							Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	National standard for municipalities in Denmark	Decreased	From 390.000 ton CO2 in 2009. Energy conservation activities, conversion from oil and electricity heating to district heating, less fossil fuel in the combined heat and power production as well as in the district heating	8.1	78.0	27.0	0.0106834006	0.01703133	0.0125594652	6412000000	4517000000	0.7		(55.656328, 12.2898)	3402000000.0	USD     US Dollar	2012.0	Danmarks Statistik
81	Calgary	City of Calgary	Canada	North America	Administrative boundary of a local government	2016.0	2015.0	1203915.0	2015.0	1.0	18207232.0	10448332.0	7758900.0		A	CO2; CH4; N2O	15729790.51987471	16627584.47569606	16178687.497785386	7970890.519874711	8868684.47569606	8419787.497785386	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	This is the first year using this protocol. The inventory was completed to a BASIC level.	Decreased	The community emissions decreased in 2015. This is likely due to a warm winter season as well as slower economic conditions in the city.	4.1	848.0	1084.0	0.046860437000000005	0.1017275144	0.0734936045	151500000000	77960000000	0.51		(51.048615, -114.070846)	93000000000.0	CAD     Canadian Dollar	2015.0	http://www.calgary.ca/CA/fs/Documents/Corporate-Economics/Calgary-and-Region-Economic-Outlook/Calgary-and-Region-Economic-Outlook-2015-Spring.pdf
82	Hamilton, ON	City of Hamilton	Canada	North America	A metropolitan area	2016.0	2012.0	519949.0	2011.0	1.0	16469283.0	6304593.0	10164690.0		A	CO2; CH4	15399321.067347227	15787061.953984035	15593191.51066563	5234631.067347226	5622371.953984036	5428501.510665631	International Emissions Analysis Protocol (ICLEI)	Waste information directly from Public Works and reports to Ministry of Environment re: energy capture of methane control at landfill, Transportation and Agriculture data from Statistics Canada Census Industrial (Steel Sector) GHG emissions data reported directly to Canada's National Pollutants Release Inventory (NPRI) Commercial, Residential, Industrial (not Steel) from local electricity and natural gas utilities	Decreased	In 2012 community emissions were estimated at 16,469,283 tonnes, a reduction of - 29% from 2006 emissions levels (estimated at 23,206,135 tonnes). These changes occurred due to the capturing of energy from methane emissions from the Glanbrook landfill, reduced energy demand and shifting of energy from coal as part of the Province’s actions towards the phasing out of coal in Ontario’s energy mixture sources by 2014, a reduction in steel manufacturing, and changing commuting habits and locations of employment. Translated into per capita emissions, the Hamilton community has decreased its emissions by 26% from an estimated 46 tonnes CO2e/person in 2006 to an estimated 34 tonnes CO2e/person in 2011 while population has increased 3%.	8.2	1117.0	75.0	0.046860437000000005	0.1017275144	0.0734936045	151500000000	77960000000	0.51		(43.250021, -79.866091)	22228328.0	CAD     Canadian Dollar	2014.0	The Conference Board of Canada – Metropolitan Outlook 1: Winter 2015
83	Sydney	City of Sydney	Australia	Oceania	Administrative boundary of a local government	2016.0	2015.0	205339.0	2015.0	1.0	3556529.0	359064.0	3197465.0		A	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	3362870.6795283197	3396731.236357417	3379800.9579428686	165405.6795283196	199266.2363574172	182335.9579428684	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	Traditionally the City of Sydney has calculated city-wide GHG emissions based on the CCAP reporting tool by Kinesis - a private consultancy commissioned by the City. Recently the City has also developed GPC BASIC inventories for the 2005/06, 2013/14 and  2014/15 years to be compliant with the Compact of Mayors. The GPC BASIC inventories show lower emissions compared with inventories based on the CCAP tool due to different methodologies and emissions sources. Future year’s reports may be subject to change as the City of Sydney will be updating its inventories in the short term for achieving beyond GPC BASIC compliance.	Decreased	City of Sydney emissions have decreased due to cleaning of the grid, increased network costs leading to greater awareness and behaviour change (indicating there is some price elasticity in electricity consumption), improved energy efficiency, uptake of solar PV installations and weather influences.	20.0	26.0	39.0	0.0277933709	0.039682077	0.0336826837	62640000000	31610000000	0.5		(-33.8674869, 151.2069902)	110000000000.0	AUD     Australian Dollar	2015.0	City Strategic Research Unit
